"_id","_ignored","_index","_score",hostname,"hostname.keyword","query_name","query_name.keyword","raw_data.address","raw_data.address.keyword","raw_data.cpu_seconds","raw_data.cpu_seconds.keyword","raw_data.hotfix_id","raw_data.hotfix_id.keyword","raw_data.installed_on","raw_data.installed_on.keyword","raw_data.memory_mb","raw_data.memory_mb.keyword","raw_data.name","raw_data.name.keyword","raw_data.path","raw_data.path.keyword","raw_data.pid","raw_data.pid.keyword","raw_data.port","raw_data.port.keyword","raw_data.protocol","raw_data.protocol.keyword","raw_data.publisher","raw_data.publisher.keyword","raw_data.version","raw_data.version.keyword","risk_score","summary_text","summary_text.keyword",timestamp
MJqAwJoBgRINlVaoMj06,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 DMF","SQL Server 2022 DMF","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 DMF'","Unverified Application: 'SQL Server 2022 DMF'","Nov 26, 2025 @ 22:07:41.000"
MZqAwJoBgRINlVaoMj08,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft SQL Server 2022 RsFx Driver","Microsoft SQL Server 2022 RsFx Driver","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'Microsoft SQL Server 2022 RsFx Driver'","Unverified Application: 'Microsoft SQL Server 2022 RsFx Driver'","Nov 26, 2025 @ 22:07:41.000"
MpqAwJoBgRINlVaoMj09,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 Database Engine Services","SQL Server 2022 Database Engine Services","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 Database Engine Services'","Unverified Application: 'SQL Server 2022 Database Engine Services'","Nov 26, 2025 @ 22:07:41.000"
"M5qAwJoBgRINlVaoMj0_","-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 Common Files","SQL Server 2022 Common Files","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 Common Files'","Unverified Application: 'SQL Server 2022 Common Files'","Nov 26, 2025 @ 22:07:41.000"
NJqAwJoBgRINlVaoMj1B,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft Visual Studio Installer","Microsoft Visual Studio Installer","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","3.14.2086.54749","3.14.2086.54749",30,"Unverified Application: 'Microsoft Visual Studio Installer'","Unverified Application: 'Microsoft Visual Studio Installer'","Nov 26, 2025 @ 22:07:41.000"
NZqAwJoBgRINlVaoMj1D,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 Shared Management Objects","SQL Server 2022 Shared Management Objects","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 Shared Management Objects'","Unverified Application: 'SQL Server 2022 Shared Management Objects'","Nov 26, 2025 @ 22:07:41.000"
NpqAwJoBgRINlVaoMj1F,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft OLE DB Driver for SQL Server","Microsoft OLE DB Driver for SQL Server","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","18.7.4.0","18.7.4.0",30,"Unverified Application: 'Microsoft OLE DB Driver for SQL Server'","Unverified Application: 'Microsoft OLE DB Driver for SQL Server'","Nov 26, 2025 @ 22:07:41.000"
N5qAwJoBgRINlVaoMj1H,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 Connection Info","SQL Server 2022 Connection Info","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 Connection Info'","Unverified Application: 'SQL Server 2022 Connection Info'","Nov 26, 2025 @ 22:07:41.000"
OJqAwJoBgRINlVaoMj1J,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 Batch Parser","SQL Server 2022 Batch Parser","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 Batch Parser'","Unverified Application: 'SQL Server 2022 Batch Parser'","Nov 26, 2025 @ 22:07:41.000"
OZqAwJoBgRINlVaoMj1L,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Python 3.13.9 Tcl/Tk Support (64-bit)","Python 3.13.9 Tcl/Tk Support (64-bit)","-","-","-","-","-","-","-","-","Python Software Foundation","Python Software Foundation","3.13.9150.0","3.13.9150.0",30,"Unverified Application: 'Python 3.13.9 Tcl/Tk Support (64-bit)'","Unverified Application: 'Python 3.13.9 Tcl/Tk Support (64-bit)'","Nov 26, 2025 @ 22:07:41.000"
OpqAwJoBgRINlVaoMj1N,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft Visual C++ 2022 X64 Additional Runtime - 14.44.35211","Microsoft Visual C++ 2022 X64 Additional Runtime - 14.44.35211","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","14.44.35211","14.44.35211",30,"Unverified Application: 'Microsoft Visual C++ 2022 X64 Additional Runtime - 14.44.35211'","Unverified Application: 'Microsoft Visual C++ 2022 X64 Additional Runtime - 14.44.35211'","Nov 26, 2025 @ 22:07:41.000"
O5qAwJoBgRINlVaoMj1P,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-",OptaneDowngradeGuard,OptaneDowngradeGuard,"-","-","-","-","-","-","-","-","Intel Corporation","Intel Corporation","18.0.0.0","18.0.0.0",30,"Unverified Application: 'OptaneDowngradeGuard'","Unverified Application: 'OptaneDowngradeGuard'","Nov 26, 2025 @ 22:07:41.000"
PJqAwJoBgRINlVaoMj1Q,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 Common Files","SQL Server 2022 Common Files","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 Common Files'","Unverified Application: 'SQL Server 2022 Common Files'","Nov 26, 2025 @ 22:07:41.000"
PZqAwJoBgRINlVaoMj1S,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Python 3.13.9 Standard Library (64-bit)","Python 3.13.9 Standard Library (64-bit)","-","-","-","-","-","-","-","-","Python Software Foundation","Python Software Foundation","3.13.9150.0","3.13.9150.0",30,"Unverified Application: 'Python 3.13.9 Standard Library (64-bit)'","Unverified Application: 'Python 3.13.9 Standard Library (64-bit)'","Nov 26, 2025 @ 22:07:41.000"
PpqAwJoBgRINlVaoMj1V,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Office 16 Click-to-Run Licensing Component","Office 16 Click-to-Run Licensing Component","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.19029.20208","16.0.19029.20208",30,"Unverified Application: 'Office 16 Click-to-Run Licensing Component'","Unverified Application: 'Office 16 Click-to-Run Licensing Component'","Nov 26, 2025 @ 22:07:41.000"
P5qAwJoBgRINlVaoMj1W,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Office 16 Click-to-Run Extensibility Component","Office 16 Click-to-Run Extensibility Component","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.19328.20106","16.0.19328.20106",30,"Unverified Application: 'Office 16 Click-to-Run Extensibility Component'","Unverified Application: 'Office 16 Click-to-Run Extensibility Component'","Nov 26, 2025 @ 22:07:41.000"
QJqAwJoBgRINlVaoMj1Y,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Office 16 Click-to-Run Localization Component","Office 16 Click-to-Run Localization Component","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.13127.20616","16.0.13127.20616",30,"Unverified Application: 'Office 16 Click-to-Run Localization Component'","Unverified Application: 'Office 16 Click-to-Run Localization Component'","Nov 26, 2025 @ 22:07:41.000"
QZqAwJoBgRINlVaoMj1a,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 XEvent","SQL Server 2022 XEvent","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 XEvent'","Unverified Application: 'SQL Server 2022 XEvent'","Nov 26, 2025 @ 22:07:41.000"
QpqAwJoBgRINlVaoMj1c,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","ENE_MousePad_HAL","ENE_MousePad_HAL","-","-","-","-","-","-","-","-","ENE TECHNOLOGY INC.","ENE TECHNOLOGY INC.","1.0.2.0","1.0.2.0",30,"Unverified Application: 'ENE_MousePad_HAL'","Unverified Application: 'ENE_MousePad_HAL'","Nov 26, 2025 @ 22:07:41.000"
Q5qAwJoBgRINlVaoMj1e,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Intel(R) Serial IO","Intel(R) Serial IO","-","-","-","-","-","-","-","-","Intel Corporation","Intel Corporation","30.100.2020.7","30.100.2020.7",30,"Unverified Application: 'Intel(R) Serial IO'","Unverified Application: 'Intel(R) Serial IO'","Nov 26, 2025 @ 22:07:41.000"
RJqAwJoBgRINlVaoMj1g,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 Shared Management Objects Extensions","SQL Server 2022 Shared Management Objects Extensions","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 Shared Management Objects Extensions'","Unverified Application: 'SQL Server 2022 Shared Management Objects Extensions'","Nov 26, 2025 @ 22:07:41.000"
RZqAwJoBgRINlVaoMj1h,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Python 3.12.5 Development Libraries (64-bit)","Python 3.12.5 Development Libraries (64-bit)","-","-","-","-","-","-","-","-","Python Software Foundation","Python Software Foundation","3.12.5150.0","3.12.5150.0",30,"Unverified Application: 'Python 3.12.5 Development Libraries (64-bit)'","Unverified Application: 'Python 3.12.5 Development Libraries (64-bit)'","Nov 26, 2025 @ 22:07:41.000"
RpqAwJoBgRINlVaoMj1j,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft Teams Meeting Add-in for Microsoft Office","Microsoft Teams Meeting Add-in for Microsoft Office","-","-","-","-","-","-","-","-",Microsoft,Microsoft,"1.25.18302","1.25.18302",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
R5qAwJoBgRINlVaoMj1l,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft VSS Writer for SQL Server 2022","Microsoft VSS Writer for SQL Server 2022","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'Microsoft VSS Writer for SQL Server 2022'","Unverified Application: 'Microsoft VSS Writer for SQL Server 2022'","Nov 26, 2025 @ 22:07:41.000"
SJqAwJoBgRINlVaoMj1n,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Python 3.12.5 Core Interpreter (64-bit)","Python 3.12.5 Core Interpreter (64-bit)","-","-","-","-","-","-","-","-","Python Software Foundation","Python Software Foundation","3.12.5150.0","3.12.5150.0",30,"Unverified Application: 'Python 3.12.5 Core Interpreter (64-bit)'","Unverified Application: 'Python 3.12.5 Core Interpreter (64-bit)'","Nov 26, 2025 @ 22:07:41.000"
SZqAwJoBgRINlVaoMj1p,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","NVIDIA Graphics Driver 511.65","NVIDIA Graphics Driver 511.65","-","-","-","-","-","-","-","-","NVIDIA Corporation","NVIDIA Corporation","511.65","511.65",30,"Unverified Application: 'NVIDIA Graphics Driver 511.65'","Unverified Application: 'NVIDIA Graphics Driver 511.65'","Nov 26, 2025 @ 22:07:41.000"
SpqAwJoBgRINlVaoMj1r,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","NVIDIA GeForce Experience 3.20.4.14","NVIDIA GeForce Experience 3.20.4.14","-","-","-","-","-","-","-","-","NVIDIA Corporation","NVIDIA Corporation","3.20.4.14","3.20.4.14",30,"Unverified Application: 'NVIDIA GeForce Experience 3.20.4.14'","Unverified Application: 'NVIDIA GeForce Experience 3.20.4.14'","Nov 26, 2025 @ 22:07:41.000"
S5qAwJoBgRINlVaoMj1t,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","NVIDIA PhysX System Software 9.20.0221","NVIDIA PhysX System Software 9.20.0221","-","-","-","-","-","-","-","-","NVIDIA Corporation","NVIDIA Corporation","9.20.0221","9.20.0221",30,"Unverified Application: 'NVIDIA PhysX System Software 9.20.0221'","Unverified Application: 'NVIDIA PhysX System Software 9.20.0221'","Nov 26, 2025 @ 22:07:41.000"
TJqAwJoBgRINlVaoMj1u,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","NVIDIA SHIELD Streaming","NVIDIA SHIELD Streaming","-","-","-","-","-","-","-","-","NVIDIA Corporation","NVIDIA Corporation","7.1.28594849","7.1.28594849",30,"Unverified Application: 'NVIDIA SHIELD Streaming'","Unverified Application: 'NVIDIA SHIELD Streaming'","Nov 26, 2025 @ 22:07:41.000"
TZqAwJoBgRINlVaoMj1w,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","NVIDIA Install Application","NVIDIA Install Application","-","-","-","-","-","-","-","-","NVIDIA Corporation","NVIDIA Corporation","2.1002.363.0","2.1002.363.0",30,"Unverified Application: 'NVIDIA Install Application'","Unverified Application: 'NVIDIA Install Application'","Nov 26, 2025 @ 22:07:41.000"
TpqAwJoBgRINlVaoMj1y,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","NVIDIA ABHub","NVIDIA ABHub","-","-","-","-","-","-","-","-","NVIDIA Corporation","NVIDIA Corporation","14.3.61.0","14.3.61.0",30,"Unverified Application: 'NVIDIA ABHub'","Unverified Application: 'NVIDIA ABHub'","Nov 26, 2025 @ 22:07:41.000"
T5qAwJoBgRINlVaoMj10,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","NVIDIA Backend","NVIDIA Backend","-","-","-","-","-","-","-","-","NVIDIA Corporation","NVIDIA Corporation","38.0.5.0","38.0.5.0",30,"Unverified Application: 'NVIDIA Backend'","Unverified Application: 'NVIDIA Backend'","Nov 26, 2025 @ 22:07:41.000"
UJqAwJoBgRINlVaoMj12,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","NVIDIA Container","NVIDIA Container","-","-","-","-","-","-","-","-","NVIDIA Corporation","NVIDIA Corporation","1.27","1.27",30,"Unverified Application: 'NVIDIA Container'","Unverified Application: 'NVIDIA Container'","Nov 26, 2025 @ 22:07:41.000"
UZqAwJoBgRINlVaoMj14,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","NVIDIA TelemetryApi helper for NvContainer","NVIDIA TelemetryApi helper for NvContainer","-","-","-","-","-","-","-","-","NVIDIA Corporation","NVIDIA Corporation","1.27","1.27",30,"Unverified Application: 'NVIDIA TelemetryApi helper for NvContainer'","Unverified Application: 'NVIDIA TelemetryApi helper for NvContainer'","Nov 26, 2025 @ 22:07:41.000"
